t,X,Y,Z,V_X,V_Y,V_Z,roll,pitch,yaw,w_roll,w_pitch,w_yaw,a
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.010489504629229532,0.009467953169713057,-0.005188054566470999,-0.21859591517190166,-0.14210097816246442,-0.12182923075845756,-0.10850864249065412
0.04,1.6812268599924706e-05,4.6320891421828405e-10,0.0,0.0008406134299962353,2.3160445710914203e-08,0.0,-0.0031664415390756755,0.013906277295503696,-0.0015786040802933882,0.3661531545076928,0.2219162062895319,0.18047252430888053,0.042030672753742365
0.06,2.5808334560970515e-05,-1.1609646919216283e-14,0.0,0.00044980329805229056,-2.3161026193260162e-08,0.0,-0.0038303793695975046,0.016609175348866544,0.002950243038766412,-0.03319689152609145,0.1351449026681424,0.22644235595299,-0.019540506876352722
0.08,2.5808334560970515e-05,-1.1609646919216283e-14,0.0,0.0,0.0,0.0,-1.3262890837820174e-05,0.02721418093979793,0.005469583292982515,0.19085582393798423,0.5302502795465694,0.12596701271080515,-0.06703625961102687
0.1,2.5808334560970515e-05,-1.1609646919216283e-14,0.0,0.0,0.0,0.0,-0.0015165328298754118,0.025453066686397557,0.0025695497048527556,-0.07516349695187959,-0.08805571267001877,-0.14500167940648798,-0.20322955515095886
0.12,2.5808334560970515e-05,-1.1609646919216283e-14,0.0,0.0,0.0,0.0,0.00011602131810757132,0.0196355676677231,0.009112479411509748,0.08162770739914915,-0.290874950933723,0.3271464853328496,-0.23638347618364297
0.14,2.5808334560970515e-05,-1.1609646919216283e-14,0.0,0.0,0.0,0.0,-0.004622001829771563,0.018993150808256774,0.014965638846753131,-0.23690115739395673,-0.03212084297331617,0.2926579717621692,-0.03278459752718155
0.16,2.5808334560970515e-05,-1.1609646919216283e-14,0.0,0.0,0.0,0.0,-0.014484504167740973,0.017561863129276017,0.014025515384925885,-0.4931251168984705,-0.0715643839490379,-0.04700617309136233,-0.17323501109597875
0.18,3.509436967606394e-05,-1.4606104981529654e-09,0.0,0.000464301755754671,-7.30299444253023e-08,0.0,-0.009363430298178557,0.012366856296774427,0.009012043368944258,0.2560536934781208,-0.25975034162507954,-0.2506736007990813,0.02321508861567664
0.2,3.509436967606394e-05,-1.4606104981529654e-09,0.0,0.0,0.0,0.0,-0.012701370052232371,0.01897214496930129,0.008567877004266,-0.1668969877026907,0.3302644336263431,-0.02220831823391284,-0.14636076130506392
0.22,4.425360184620926e-05,-1.7962894142277419e-09,0.0,0.00045796160850726617,-1.6783945803738822e-08,0.0,-0.007522198042218871,0.01032609709703323,0.002099846886367841,0.25895860050067504,-0.43230239361340295,-0.32340150589490796,0.02289808081261564
0.24,7.751509561993229e-05,-3.3531056190676754e-09,0.0,0.0016630746886861518,-7.784081024199668e-08,0.0,-0.0071506798777895945,0.006679840805260988,0.0026817496098215936,0.01857590822146379,-0.18231281458861207,0.029095136172687636,0.06025565427789358
0.26,9.670455484526469e-05,-2.574909116173631e-09,0.0,0.00095947296126662,3.890982514470221e-08,0.0,-0.0031560030441747594,0.000743749535128178,-0.0023235347437183525,0.19973384168074176,-0.29680456350664053,-0.2502642176769973,-0.0351800869836883
0.28,9.670455484526469e-05,-2.574909116173631e-09,0.0,0.0,0.0,0.0,-0.013938022942875272,-0.0023276330389527425,0.0013903978233891345,-0.5391009949350257,-0.15356912870404602,0.18569662835537434,-0.08392506375970164
0.3,9.670455484526469e-05,-2.574909116173631e-09,0.0,0.0,0.0,0.0,-0.01530124654005646,0.0025956874951117976,0.00044916521615655756,-0.06816117985905945,0.24616602670322701,-0.047061630361628845,-0.12758073846095072
0.32,0.00010673709634312374,-2.9478135189192785e-09,0.0,0.000501627074892952,-1.864522013728238e-08,0.0,-0.018126551027598335,-0.0007102847657239051,0.002129654627782233,-0.14126522437709368,-0.16529861304178514,0.08402447058128376,0.025081353763900693
0.34,0.00014481947504949388,-9.243388498980158e-10,0.0,0.0019041189353185073,1.0117373345106314e-07,0.0,-0.023240240300792893,0.006240295859948064,-0.003044362309176107,-0.25568446365972797,0.34752903128359847,-0.258700846847917,0.07012459370109496
0.36,0.00015863358926036412,9.32702009405462e-10,0.0,0.000690705710543512,9.28520429651739e-08,0.0,-0.0170406998680166,0.0008342436696266078,-0.00770231093766169,0.30997702163881474,-0.2703026095160728,-0.23289743142427916,-0.06067066162210519
0.38,0.00020029924304929342,7.167874772898783e-09,0.0,0.002083282689446465,3.1175863817466605e-07,0.0,-0.019331500501003317,-0.004315659012943387,-0.008574186379650949,-0.1145400316493358,-0.2574951341284997,-0.043593772099462906,0.06962885009126872
0.4,0.00023737186054100982,1.6024121200096294e-08,0.0,0.0018536308745858198,4.4281232135987553e-07,0.0,-0.010740040082643825,0.004716717629261751,-0.013687340341345477,0.42957302091797456,0.4516188321102569,-0.25565769808472644,-0.011482589246242368
0.42,0.00027843657684729233,2.6896104190345553e-08,0.0,0.0020532358153141244,5.43599149512463e-07,0.0,-0.012578006524483641,0.0020479199840400014,-0.015169195887754063,-0.09189832209199084,-0.13343988226108747,-0.07409277732042928,0.00998024774134731
0.44,0.00038363598635651834,5.6696994412161394e-08,0.0,0.005259970475461301,1.4900445110907921e-06,0.0,-0.01743408899297521,0.0020514443632828395,-0.016230748801110695,-0.24280412342457836,0.00017621896214190303,-0.05307764566783153,0.1603367400648732
0.46,0.0004998334382537883,1.0154548499397726e-07,0.0,0.0058098725948634985,2.2424245290907937e-06,0.0,-0.01711326165989841,-0.0051968186908797065,-0.022114332614985386,0.016041366653839987,-0.3624131527081273,-0.2941791906937345,0.027495118081549558
0.48,0.0006601191489010682,1.4704328929422157e-07,0.0,0.008014285532363993,2.2748902150122153e-06,0.0,-0.0072830157219602315,-0.003144109779768865,-0.016263658706539237,0.491512296896909,0.10263544555554208,0.2925336954223075,0.11022064078928243
0.5,0.0008034036089017487,1.9505817275384015e-07,0.0,0.007164223000034028,2.4007441729809293e-06,0.0,-0.00566861115623051,-0.007046028565406741,-0.019199919328731246,0.08072022828648606,-0.19509593928189378,-0.14681303110960048,-0.042503120542276285
0.52,0.001003925798081235,2.5574034494068066e-07,0.0,0.010026109458974303,3.0341086093420252e-06,0.0,-0.013522218670693066,-0.012734279153355264,-0.01733889035464661,-0.3926803757231278,-0.2844125293974261,0.09305144870423177,0.1430943354622025
0.54,0.001190614769857258,2.939266102846715e-07,0.0,0.009334448588801158,1.909313267199542e-06,0.0,-0.014531710964576842,-0.0199868508370575,-0.01171955573085065,-0.05047461469418876,-0.3626285841851119,0.28096673118979804,-0.0345830406843516
0.56,0.0013852443373625375,3.5736866399361824e-07,0.0,0.009731478375263976,3.172102685447339e-06,0.0,-0.02237489146743068,-0.013003703464941362,-0.018676308224986282,-0.39215902514269174,0.3491573686058069,-0.34783762470678165,0.019851489543997597
0.58,0.0016101007494813795,4.412515818114301e-07,0.0,0.0112428206059421,4.194145890890593e-06,0.0,-0.023533954858166832,-0.011487869821503202,-0.021374248997227584,-0.0579531695368076,0.07579168217190796,-0.13489703861206498,0.07556712356755979
0.6,0.0017768584057094136,5.202894912961766e-07,0.0,0.008337882811401704,3.951895474237324e-06,0.0,-0.02019397046744976,-0.012341011091239456,-0.02715640407966593,0.16699921953585348,-0.04265706348681272,-0.2891077541219173,-0.1452468836445799
0.62,0.0019701210581263592,6.277951800290798e-07,0.0,0.009663132620847288,5.37528443664516e-06,0.0,-0.019372041777262646,-0.010852325543447068,-0.03187176376645757,0.04109643450935572,0.07443427738961939,-0.23576798433958213,0.06626251739399963
0.64,0.0021446992483056017,7.220645097459615e-07,0.0,0.008728909508962124,4.713466485844085e-06,0.0,-0.024603305574590548,-0.010633148151205207,-0.030938768466961815,-0.261563189866395,0.010958869612093032,0.04664976497478768,-0.04671116786771708
0.66,0.0023511740597798613,8.073133620530934e-07,0.0,0.010323740573712974,4.26244261535659e-06,0.0,-0.02444654796827698,-0.011182907204901036,-0.023656150273792857,0.00783788031567843,-0.027487952684791515,0.3641309096584478,0.07974153592052148
0.68,0.002575399471832638,8.882332878237417e-07,0.0,0.011211270602638827,4.045996288532418e-06,0.0,-0.034279601366991014,-0.027421353870472044,-0.02067727284541659,-0.4916526699357017,-0.8119223332785503,0.14894387141881332,0.0443765483201289
0.7,0.002799160533434859,9.53398056313456e-07,0.0,0.011188053080111058,3.258238424485713e-06,0.0,-0.04269365485748848,-0.02351100835078389,-0.016685950965373786,-0.42070267452487353,0.19551727598440766,0.19956609400214032,-0.001160906010061211
0.72,0.00302618700727069,1.0435108069378333e-06,0.0,0.011351323691791567,4.505637531218861e-06,0.0,-0.035052205405856664,-0.034670740068718287,-0.02274219359842954,0.38207247258159077,-0.5579865858967196,-0.30281213165278764,0.008163608387768456
0.74,0.003198939496990637,1.094459621009146e-06,0.0,0.008637624485997352,2.5474407035656434e-06,0.0,-0.04396230629288635,-0.023265557897209625,-0.01689788632036102,-0.445505044351484,0.5702591085754329,0.29221536390342595,-0.1356850545243595
0.76,0.0032918032667103164,1.1241083922171514e-06,0.0,0.004643188485983976,1.4824385604002723e-06,0.0,-0.04871158001774293,-0.02430313279279061,-0.018292918814035337,-0.23746368624282907,-0.05187874477904921,-0.06975162468371586,-0.19972182167103245
0.78,0.003383233447047567,1.161788491463813e-06,0.0,0.004571509016862529,1.884004962333075e-06,0.0,-0.054294835063853734,-0.03158821809476088,-0.023612668467675367,-0.2791627523055401,-0.36425426509851355,-0.26598748268200145,-0.00358395202480706
0.8,0.0035198600432448813,1.2307722628101168e-06,0.0,0.006831329809865712,3.449188567315196e-06,0.0,-0.053667675362255626,-0.025068498202557757,-0.028929057205379624,0.03135798507990542,0.3259859946101562,-0.26581943688521276,0.11299106173248233
0.82,0.0035577242896063224,1.2479383476872798e-06,0.0,0.001893212318072062,8.583042438581546e-07,0.0,-0.052206932666409495,-0.01438828253482987,-0.025975537383002803,0.07303713479230665,0.5340107833863943,0.14767599111884108,-0.24690593810807246
0.84,0.0035577242896063224,1.2479383476872798e-06,0.0,0.0,0.0,0.0,-0.05848189340847718,-0.012323189942853432,-0.023993300336914693,-0.3137480371033845,0.10325462959882184,0.09911185230440553,-0.3539407426793502
0.86,0.0035655161925443137,1.2509253316797336e-06,0.0,0.00038959514689956333,1.4934919962269265e-07,0.0,-0.062039457380202216,-0.011623728973655593,-0.02196402717275143,-0.1778781985862516,0.03497304845989193,0.1014636582081632,0.019479759177149426
0.88,0.00357975384510384,1.2568592787360605e-06,0.0,0.0007118826279763045,2.966973528163395e-07,0.0,-0.06379513674099081,-0.004464079606036151,-0.023879645965107603,-0.0877839680394299,0.35798246838097214,-0.09578093961780881,0.01611437542112802
0.9,0.0036110432587881393,1.2693245890576758e-06,0.0,0.001564470684214974,6.232655160807609e-07,0.0,-0.05207386079243025,0.0020299276126173414,-0.02282591937231191,0.586063797428028,0.3247003609326746,0.05268632963978455,0.042629405869093695
0.92,0.003634181637959815,1.2785016354848993e-06,0.0,0.0011569189585837899,4.5885232136117454e-07,0.0,-0.05708449091715197,-0.0024062077966387875,-0.02272440939807454,-0.2505315062360857,-0.22180677046280645,0.00507549871186856,-0.02037758793746897
0.94,0.003719213252714099,1.30830558189533e-06,0.0,0.004251580737714199,1.4901973205215308e-06,0.0,-0.05657476733739105,0.00696870645401513,-0.02008241613612303,0.025486178988045866,0.46874571253269587,0.1320996630975756,0.15473309898617268
0.96,0.003822816679027535,1.3436237752620403e-06,0.0,0.005180171315671786,1.7659096683355144e-06,0.0,-0.05248213085922785,0.013479527135937721,-0.01953201176406652,0.20463182390815998,0.3255410340961296,0.027520218602825348,0.04642953648522634
0.98,0.003949116304952487,1.373443323764918e-06,0.0,0.006314981296247617,1.490977425143885e-06,0.0,-0.05024997996896561,0.008129671862551556,-0.013527627116401177,0.11160754451311221,-0.2674927636693082,0.30021923238326714,0.05674048879006643
1.0,0.004087881410236098,1.3986109142658655e-06,0.0,0.006938255264180563,1.258379525047376e-06,0.0,-0.050445522237803075,0.007192708822082751,-0.010391637706463853,-0.009777113441873412,-0.04684815202344025,0.15679947049686624,0.03116369485698295
1.02,0.0042931566320405954,1.449788248600498e-06,0.0,0.01026376109022484,2.5588667167316308e-06,0.0,-0.05979938115586023,0.010292740337560084,-0.014284457605628444,-0.46769294590285776,0.15500157577386664,-0.1946409949582295,0.16627530709234944
1.04,0.004497351673977142,1.4792176726856976e-06,0.0,0.01020975209682732,1.471471204259982e-06,0.0,-0.05245313250616555,0.00610009878181869,-0.008257701881084805,0.36731243248473394,-0.20963207778706971,0.301337786227182,-0.0027004657042380927
1.06,0.004692219838487978,1.5120460869636116e-06,0.0,0.009743408225541825,1.6414207138956987e-06,0.0,-0.05505558372118584,0.0038203219813619364,-0.009652318392587216,-0.1301225607510141,-0.11398884002283766,-0.0697308255751206,-0.02331719376338984
1.08,0.004845827471808191,1.5569191700003826e-06,0.0,0.007680381666010678,2.243654151838548e-06,0.0,-0.04498252616617746,0.015600605372950303,-0.01673769814063238,0.5036528777504187,0.5890141695794183,-0.35426898740225815,-0.10315130535158762
1.1,0.005000209370772998,1.5928187665006127e-06,0.0,0.007719094948240309,1.7949798250115016e-06,0.0,-0.04829932518322134,0.02010660899154325,-0.01332342290387316,-0.1658399508521939,0.22530018092964726,0.17071376183796097,0.001935667690593513
1.12,0.005113542551944136,1.6202041115552211e-06,0.0,0.005666659058556903,1.3692672527304253e-06,0.0,-0.04799960349645826,0.013684072615032006,-0.013844706778600726,0.01498608433815382,-0.3211268188255621,-0.026064193736378256,-0.10262181233186872
1.14,0.00521271438007216,1.6248457794941044e-06,0.0,0.004958591406401188,2.3208339694416032e-07,0.0,-0.05148692780755704,0.007784312985711981,-0.0026816888185390367,-0.17436621555493875,-0.2949879814660013,0.5581508980030845,-0.035403396400389066
1.16,0.005342779762088915,1.6374098699097334e-06,0.0,0.006503269100837772,6.28204520781453e-07,0.0,-0.04672984312360395,0.005874247168213003,-0.005534672953211255,0.23785423419765464,-0.09550329087494885,-0.1426492067336109,0.07723388538811123
1.18,0.005479428029242233,1.653270159915639e-06,0.0,0.006832413357665916,7.930145002952779e-07,0.0,-0.04823079889936761,-0.0020783554292729597,-0.006650122200903575,-0.07504778878818337,-0.3976301298742982,-0.055772462384616,0.01645721214117992
1.2,0.005544890157892706,1.673065380375582e-06,0.0,0.003273106432523655,9.897610229971476e-07,0.0,-0.05154123434435217,0.0012310659907746246,-0.017325781725970976,-0.16552177224922784,0.1654710710023792,-0.53378297625337,-0.17796534126275856
1.22,0.0055764092658899395,1.6843011468262563e-06,0.0,0.0015759553998616596,5.617883225337194e-07,0.0,-0.05126131969504802,-0.002913961112008083,-0.02042449837115679,0.013995732465207472,-0.20725135513913537,-0.15493583225929064,-0.0848575540447785
1.24,0.005587917590633687,1.6890295400145567e-06,0.0,0.0005754162371873834,2.3641965941501915e-07,0.0,-0.042125566343873384,-0.003632005997532364,-0.02354095529590791,0.4567876675587318,-0.03590224427621404,-0.15582284623755613,-0.050026960755972474
1.26,0.005710020240036367,1.7403260872006892e-06,0.0,0.006105132470134005,2.564827359306617e-06,0.0,-0.049492898977307,-0.010456408340164609,-0.024070529991189235,-0.36836663167168066,-0.3412201171316122,-0.026478734764066217,0.27648584118224717
1.28,0.005873489607392301,1.8132954045346605e-06,0.0,0.00817346836779671,3.6484658666985683e-06,0.0,-0.04556590922693758,-0.009015205854476111,-0.02557563968789968,0.19634948751847087,0.07206012428442488,-0.07525548483552214,0.1034168086358197
1.3,0.006027827364703942,1.8752761611081268e-06,0.0,0.007716887865582017,3.099037828673321e-06,0.0,-0.05109428084907228,0.00708805206451431,-0.02300950612238812,-0.2764185811067346,0.8051628959495211,0.12830667827557804,-0.0228290368183693
1.32,0.006170354873806833,1.930199942913338e-06,0.0,0.0071263754551445365,2.746189090260559e-06,0.0,-0.05456932353944239,0.008410774690426082,-0.022079251622181644,-0.1737521345185058,0.0661361312955886,0.04651272501032371,-0.029525624292432485
1.34,0.006293421060575323,1.989900265867019e-06,0.0,0.006153309338424507,2.985016147684046e-06,0.0,-0.050151390507108595,0.014424732012423318,-0.02779460680721444,0.22089665161668953,0.30069786609986177,-0.2857677592516398,-0.048653290179980574
1.36,0.0064648730251070504,2.0830934932286832e-06,0.0,0.008572598226586353,4.659661368083226e-06,0.0,-0.048699228974180886,0.016269018437693034,-0.03114328900080499,0.07260807664638542,0.0922143212634858,-0.16743410967952738,0.1209644790552012
1.38,0.0067002690587616405,2.212457164637097e-06,0.0,0.011769801682729519,6.468183570420693e-06,0.0,-0.04878781185403946,0.014412271119407882,-0.0314873259874952,-0.0044291439929287245,-0.0928373659142576,-0.01720184933451069,0.15986019969218174
1.4,0.006909794710529036,2.3188776057665817e-06,0.0,0.0104762825883698,5.321022056474224e-06,0.0,-0.044943402282006883,0.01807145433006292,-0.029101169975512726,0.1922204786016288,0.18295916053275185,0.11930780059912366,-0.06467596858177671
1.42,0.0071011729339589295,2.4148279221241827e-06,0.0,0.009568911171494684,4.797515817880041e-06,0.0,-0.04861728439748969,0.026434837734793888,-0.02872608811532826,-0.18369410577414025,0.4181691702365485,0.018754093009223306,-0.04536855340850554
1.44,0.007322221338658485,2.5208101078204374e-06,0.0,0.011052420234977774,5.299109284812735e-06,0.0,-0.05046031702137912,0.023922961676729144,-0.027470596256638898,-0.09215163119447145,-0.12559380290323716,0.06277459293446822,0.0741754538062686
1.46,0.007563327205354477,2.6580453103315224e-06,0.0,0.012055293334799584,6.861760125554252e-06,0.0,-0.05234813191200415,0.02447372591493263,-0.03261221787388861,-0.09439074453125179,0.027538211910174422,-0.2570810808624859,0.050143695933575816
1.48,0.007764754463727538,2.783407889868318e-06,0.0,0.010071362918653017,6.268128976839791e-06,0.0,-0.053187165057392516,0.029919122212504107,-0.03565925409968755,-0.04195165726941833,0.27226981487857377,-0.15235181128994696,-0.09919650725320628
1.5,0.007944799954720194,2.9068010803896216e-06,0.0,0.009002274549632828,6.1696595260651744e-06,0.0,-0.04565137540206872,0.023886412908385644,-0.03926734233465337,0.37678948276618973,-0.30163546520592316,-0.18040441174829086,-0.05345443981092707
1.52,0.008067253208363923,2.986692526145303e-06,0.0,0.006122662682186422,3.994572287784077e-06,0.0,-0.04689936131249353,0.035723056766072,-0.0373811383145704,-0.06239929552124068,0.5918321928843177,0.0943102010041485,-0.14398061354038583
1.54,0.008111588235519208,3.019853557397919e-06,0.0,0.002216751357764191,1.6580515626308205e-06,0.0,-0.053478273988678146,0.03467182949098021,-0.04285520733087942,-0.32894563380923064,-0.05256136375458971,-0.27370345081545094,-0.19529563957911367
1.56,0.008145318675130062,3.0460856847999143e-06,0.0,0.001686521980542717,1.3116063700997613e-06,0.0,-0.06432681754578495,0.025397002126988692,-0.04455885847066137,-0.54242717785534,-0.4637413681995758,-0.08518255698909744,-0.02651148637397024
1.58,0.008158789056464624,3.0563744009812173e-06,0.0,0.000673519066728126,5.144358090651493e-07,0.0,-0.06363218588946802,0.02842685785558849,-0.043762673417939456,0.03473158281584653,0.15149278642998987,0.039809252636095686,-0.050650165507844486
1.6,0.008179706833537614,3.073269756104736e-06,0.0,0.0010458888536494981,8.44767756175938e-07,0.0,-0.060286324392762575,0.028665148306332804,-0.046277973422549856,0.16729307483527214,0.011914522537215741,-0.12576500023052012,0.018618498980815072
1.62,0.00825426636395156,3.1347087087617067e-06,0.0,0.003727976520697271,3.071947632848545e-06,0.0,-0.06403455451029175,0.017181535045289822,-0.047213171389990066,-0.18741150587645852,-0.5741806630521491,-0.0467598983720104,0.13410443141465775
1.64,0.008346540898001832,3.2183993211882043e-06,0.0,0.004613726702513591,4.184530621324872e-06,0.0,-0.06723601193148068,0.025245977265713364,-0.05196577377965235,-0.16007287105944693,0.403222111021177,-0.23763011948311397,0.04428755470130127
1.66,0.008445272823536694,3.2991159488779748e-06,0.0,0.004936596276743061,4.035831384488515e-06,0.0,-0.06144269306996795,0.023751538531969416,-0.046841191922189794,0.2896659430756367,-0.0747219366871974,0.2562290928731278,0.01614346512994405
1.68,0.00851505998507679,3.35599842829057e-06,0.0,0.003489358077004741,2.8441239706297494e-06,0.0,-0.05254230673029149,0.030710750666842423,-0.0467009290091395,0.44501931698382285,0.3479606067436505,0.007013145652514959,-0.07236193066346953
1.7,0.00857049313097575,3.398175591287125e-06,0.0,0.002771657294948,2.1088581498277595e-06,0.0,-0.0636585808862115,0.03285911063657935,-0.04359436806295925,-0.5558137077960005,0.10741799848684618,0.1553280473090124,-0.035885059216216375
1.72,0.008618835791215432,3.4370643092045365e-06,0.0,0.002417133011984138,1.9444358958705625e-06,0.0,-0.07188147054504451,0.032560417982275804,-0.04609094567127898,-0.4111444829416503,-0.01493463271517736,-0.12482888041598644,-0.01772621843240789
1.74,0.00869904090906447,3.501951598884955e-06,0.0,0.004010255892451884,3.2443644840209193e-06,0.0,-0.06791792828831941,0.025253083507898493,-0.04635323943573601,0.19817711283625508,-0.3653667237188655,-0.013114688222851476,0.0796561704980354
1.76,0.008798484861542914,3.5802134076490797e-06,0.0,0.0049721976239222535,3.913090438206237e-06,0.0,-0.06590035817173844,0.021052192416150525,-0.04509143393576829,0.10087850582904918,-0.2100445545873984,0.063090274998386,0.04809709525031635
1.78,0.00888379942762737,3.647026122147989e-06,0.0,0.00426572830422285,3.34063572494546e-06,0.0,-0.067994089544871,0.017376507911901172,-0.044870248442970384,-0.10468656865662825,-0.18378422521246754,0.011059274639895405,-0.0353234845433773
1.8,0.009001718816671396,3.7578851026307698e-06,0.0,0.005895969452201272,5.542949024139034e-06,0.0,-0.06417124037135544,0.019710041592145698,-0.05386518606465441,0.19114245867577837,0.11667668401222628,-0.4497468810842013,0.08151212990585759
1.82,0.009126836299016504,3.885129429914951e-06,0.0,0.006255874117255357,6.3622163642090625e-06,0.0,-0.054278234289564964,0.017895840329236735,-0.05826971794994139,0.4946503040895236,-0.09071006314544813,-0.22022659426434887,0.01799526254967705
1.84,0.00927340624568098,4.021207392213499e-06,0.0,0.007328497333223838,6.80389811492741e-06,0.0,-0.04008509623323038,0.012326379574088539,-0.05319433391183212,0.709656902816729,-0.2784730377574097,0.25376920190546354,0.053631150182637734
